NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
2122;11;320.0;76.0;0.0;65.0;60.0;11;34.07692307692308;1;19;13;6;6;5;1;1;4;9;36.0;1;30.0;1;2;25.333333333333332;3;3;40.0;1;1;38.0;1;2;47.0;1;1;0.0;0;2;1;29.333333333333332
2123;20;315.0;82.0;0.0;66.0;46.0;20;32.57692307692308;2;18;13;5;6;5;1;1;4;13;40.0;1;30.0;2;2;19.5;2;3;44.0;1;1;31.0;1;2;39.0;1;1;0.0;0;2;1;23.3
2124;3;323.0;87.0;0.0;56.0;63.0;13;30.346153846153847;1;16;13;3;6;5;1;1;4;13;31.0;1;30.0;1;2;19.5;2;3;40.0;1;1;37.0;1;2;38.0;1;1;0.0;0;2;1;24.5
2125;10;341.0;68.0;0.0;68.0;79.0;10;35.666666666666664;1;21;15;6;7;6;1;1;4;2;43.0;1;36.0;1;2;22.666666666666668;3;3;39.0;1;1;35.0;1;2;44.0;1;1;35.0;1;2;2;30.0
2126;18;333.0;72.0;0.0;65.0;58.0;18;31.5;2;18;13;5;6;4;2;1;4;2;35.0;1;29.5;2;2;21.5;2;3;42.0;1;1;30.0;1;2;44.0;1;1;0.0;0;2;2;35.96666666666667
2127;8;337.0;76.0;0.0;63.0;53.0;8;37.36666666666667;1;18;15;3;7;6;1;1;4;2;43.0;1;32.0;1;2;20.5;2;3;43.0;1;1;46.0;1;2;46.0;1;1;41.0;1;2;2;37.5
2128;5;319.0;72.0;0.0;69.0;61.0;5;35.06666666666667;2;22;15;7;7;6;1;1;4;9;32.5;2;30.0;1;2;26.0;2;3;44.0;1;1;47.0;1;2;44.0;1;1;38.0;1;2;1;27.066666666666666
2129;16;339.0;68.0;0.0;70.0;62.0;16;37.833333333333336;1;18;15;3;7;6;1;1;4;2;42.0;1;30.0;1;2;28.5;2;3;39.0;1;1;43.0;1;2;43.0;1;1;43.0;1;2;2;33.9
2130;6;395.0;65.0;56.0;49.0;46.0;18;38.733333333333334;2;23;15;8;7;6;1;1;4;2;43.0;1;32.0;2;2;29.333333333333332;3;3;44.0;1;1;41.0;1;2;47.0;1;1;42.0;1;2;2;38.333333333333336
2131;10;326.0;70.0;0.0;68.0;73.0;10;31.733333333333334;1;18;15;3;7;6;1;1;4;2;30.0;1;33.0;1;2;21.0;2;3;39.0;1;1;32.0;1;2;40.0;1;1;42.0;1;2;2;32.4
2132;20;331.0;77.0;0.0;60.0;77.0;20;38.53333333333333;0;15;15;0;7;7;0;1;4;2;43.0;1;34.0;1;2;30.0;1;3;41.0;1;1;39.0;1;2;47.0;1;1;41.0;1;2;2;35.64705882352941
2133;20;325.0;74.0;0.0;67.0;49.0;7;30.76923076923077;1;16;13;3;6;5;1;1;4;9;32.0;1;32.0;1;2;23.0;2;3;39.0;1;1;32.0;1;2;36.0;1;1;0.0;0;2;1;28.7
2134;7;322.0;73.0;0.0;67.0;62.0;7;37.23076923076923;1;16;13;3;6;5;1;1;4;11;42.0;1;33.0;1;2;24.0;2;3;43.0;1;1;44.0;1;2;47.0;1;1;0.0;0;2;2;31.666666666666668
2135;11;326.0;84.0;0.0;60.0;58.0;11;31.533333333333335;1;19;15;4;7;6;1;1;4;11;21.0;2;36.0;1;2;31.0;1;3;40.0;1;1;40.0;1;2;36.0;1;1;34.0;1;2;1;29.033333333333335
2136;16;339.0;67.0;0.0;70.0;80.0;16;7.384615384615385;0;13;13;0;6;0;6;2;4;9;1.0;1;11.0;1;2;10.0;1;3;9.0;1;1;11.0;1;2;9.0;1;1;0.0;0;2;1;0.0
2137;20;334.0;68.0;0.0;69.0;59.0;11;28.76923076923077;3;27;13;14;6;3;3;1;4;11;22.5;2;26.0;3;2;27.0;3;3;42.0;1;1;39.0;1;2;31.0;1;1;0.0;0;2;2;30.533333333333335
2138;20;328.0;80.0;0.0;62.0;59.0;20;33.76923076923077;0;13;13;0;6;6;0;1;4;2;31.0;1;33.0;1;2;33.0;1;3;39.0;1;1;38.0;1;2;35.0;1;1;0.0;0;2;2;32.03333333333333
2139;9;332.0;67.0;0.0;74.0;59.0;9;34.69230769230769;0;13;13;0;6;6;0;1;4;2;30.0;1;35.0;1;2;34.0;1;3;43.0;1;1;40.0;1;2;36.0;1;1;0.0;0;2;2;35.43333333333333
2140;8;327.0;84.0;0.0;57.0;77.0;8;36.666666666666664;0;15;15;0;7;7;0;1;4;11;30.0;1;37.0;1;2;37.0;1;3;40.0;1;1;38.0;1;2;37.0;1;1;46.0;1;2;2;33.86666666666667
2141;1;333.0;69.0;0.0;67.0;71.0;1;36.86666666666667;0;15;15;0;7;7;0;1;4;2;36.0;1;30.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;43.0;1;1;48.0;1;2;2;36.73529411764706
2142;20;323.0;67.0;0.0;76.0;55.0;20;33.46153846153846;0;13;13;0;6;6;0;1;4;9;32.0;1;35.0;1;2;30.0;1;3;40.0;1;1;38.0;1;2;31.0;1;1;0.0;0;2;1;0.0
2143;8;331.0;78.0;0.0;62.0;57.0;8;27.923076923076923;3;31;13;18;6;3;3;1;4;9;24.333333333333332;3;25.333333333333332;3;2;26.0;3;3;41.0;1;1;33.0;1;2;30.0;1;1;0.0;0;2;1;16.666666666666668
2144;10;330.0;72.0;0.0;70.0;58.0;10;29.884615384615383;2;20;13;7;6;4;2;2;4;2;27.5;2;32.0;1;2;26.5;2;3;37.0;1;1;33.0;1;2;32.0;1;1;0.0;0;2;2;33.86666666666667
2145;20;337.0;76.0;0.0;62.0;62.0;20;32.0;2;19;13;6;6;5;1;1;4;11;22.5;2;32.0;2;2;30.0;1;3;40.0;1;1;45.0;1;2;42.0;1;1;0.0;0;2;2;33.766666666666666
2146;20;346.0;63.0;0.0;69.0;74.0;20;28.846153846153847;2;18;13;5;6;4;2;2;4;11;24.0;2;32.0;1;2;30.0;1;3;23.0;2;1;36.0;1;2;30.0;1;1;0.0;0;2;1;29.866666666666667
2147;11;283.0;52.0;0.0;52.0;67.0;11;19.333333333333332;6;26;13;13;5;1;4;1;4;4;0.0;2;17.5;2;2;11.0;2;3;21.5;2;1;32.0;2;2;20.5;2;1;0.0;0;2;1;0.0
2155;7;385.0;55.0;62.0;49.0;43.0;7;17.0;3;26;13;13;6;3;3;1;4;9;5.0;3;8.0;2;2;14.0;2;3;36.0;1;1;32.0;1;2;43.0;1;1;0.0;0;2;1;2.25
2156;20;339.0;72.0;0.0;74.0;53.0;20;36.86666666666667;0;15;15;0;7;7;0;1;4;2;31.0;1;37.0;1;2;32.0;1;3;43.0;1;1;45.0;1;2;34.0;1;1;46.0;1;2;2;36.205882352941174
2158;20;313.0;74.0;0.0;57.0;46.0;7;30.153846153846153;2;20;13;7;6;4;2;1;4;11;27.5;2;31.0;1;2;23.0;2;3;36.0;1;1;37.0;1;2;41.0;1;1;0.0;0;2;1;20.3
2159;11;361.0;50.0;59.0;55.0;37.0;11;30.076923076923077;2;23;13;10;6;4;2;1;4;11;26.0;2;30.0;1;2;25.666666666666668;3;3;42.0;1;1;39.0;1;2;30.0;1;1;0.0;0;2;1;23.033333333333335
2160;6;293.0;61.0;0.0;55.0;44.0;19;32.06666666666667;2;25;15;10;7;5;2;1;4;2;26.5;2;30.0;1;2;28.666666666666668;3;3;41.0;1;1;39.0;1;2;32.0;1;1;39.0;1;2;2;33.85294117647059
2161;20;397.0;74.0;55.0;54.0;50.0;20;35.86666666666667;0;15;15;0;7;7;0;1;4;2;31.0;1;32.0;1;2;34.0;1;3;41.0;1;1;42.0;1;2;31.0;1;1;46.0;1;2;2;38.4
2162;8;431.0;65.0;62.0;55.0;54.0;8;29.743589743589745;3;31;13;18;6;3;3;1;4;2;23.666666666666668;3;28.0;3;2;26.0;3;3;41.0;1;1;39.0;1;2;39.0;1;1;0.0;0;2;1;27.533333333333335
2163;20;473.0;73.0;70.0;68.0;94.0;8;33.48717948717949;1;17;13;4;6;5;1;1;4;9;32.0;1;30.0;1;2;42.0;1;3;38.0;1;1;22.666666666666668;3;2;38.0;1;1;0.0;0;2;1;6.238095238095239
2164;20;474.0;74.0;74.0;83.0;63.0;20;7.538461538461538;0;13;13;0;6;0;6;2;4;9;2.0;1;10.0;1;2;9.0;1;3;15.0;1;1;12.0;1;2;4.0;1;1;0.0;0;2;1;0.0
2165;8;405.0;52.0;66.0;53.0;52.0;8;34.4;1;19;15;4;7;6;1;1;4;11;26.5;2;31.0;1;2;30.0;1;3;42.0;1;1;41.0;1;2;36.0;1;1;49.0;1;2;2;30.666666666666668
2166;8;408.0;70.0;61.0;63.0;57.0;20;30.307692307692307;2;23;13;10;6;5;1;1;4;9;25.0;2;30.0;1;2;30.333333333333332;3;3;39.0;1;1;37.0;1;2;30.0;1;1;0.0;0;2;1;23.923076923076923
2167;20;416.0;75.0;66.0;51.0;75.0;10;34.733333333333334;0;15;15;0;7;7;0;1;4;2;32.0;1;39.0;1;2;32.0;1;3;39.0;1;1;35.0;1;2;30.0;1;1;40.0;1;2;2;31.9
2168;10;410.0;57.0;63.0;55.0;46.0;10;9.948717948717947;5;37;13;24;6;1;5;1;4;9;4.333333333333333;3;9.0;3;2;5.666666666666667;3;3;34.0;1;1;16.0;3;2;11.0;3;1;0.0;0;2;1;0.0
2169;20;425.0;68.0;70.0;53.0;74.0;11;25.346153846153847;4;32;13;19;6;2;4;1;4;2;21.0;3;21.0;3;2;26.0;3;3;23.5;2;1;36.0;1;2;30.0;1;1;0.0;0;2;1;28.666666666666668
2170;6;382.0;60.0;66.0;54.0;43.0;19;13.333333333333334;3;31;13;18;6;3;3;1;4;9;2.0;3;30.0;1;2;8.0;3;3;36.0;1;1;6.666666666666667;3;2;32.0;1;1;0.0;0;2;1;3.75
2171;7;355.0;80.0;0.0;66.0;73.0;7;30.23076923076923;2;23;13;10;6;4;2;1;4;12;25.0;3;29.5;2;2;30.0;1;3;36.0;1;1;38.0;1;2;32.0;1;1;0.0;0;2;1;26.2
2172;20;339.0;72.0;0.0;68.0;63.0;20;28.846153846153847;2;20;13;7;6;4;2;2;4;11;22.0;2;30.0;1;2;27.0;2;3;40.0;1;1;38.0;1;2;30.0;1;1;0.0;0;2;2;31.633333333333333
2173;7;335.0;80.0;0.0;66.0;49.0;20;32.93333333333333;2;23;15;8;7;5;2;1;4;2;30.0;1;29.0;2;2;27.0;3;3;37.0;1;1;38.0;1;2;32.0;1;1;45.0;1;2;2;33.36666666666667
2174;20;343.0;67.0;0.0;69.0;68.0;20;27.692307692307693;0;13;13;0;6;4;2;2;4;9;15.0;1;18.0;1;2;33.0;1;3;40.0;1;1;44.0;1;2;37.0;1;1;0.0;0;2;1;0.0
2175;8;364.0;63.0;0.0;76.0;82.0;8;20.53846153846154;4;22;13;9;6;2;4;1;4;13;9.5;2;13.0;2;2;31.0;1;3;30.0;1;1;27.0;2;2;26.0;2;1;0.0;0;2;1;25.5
2176;12;342.0;76.0;0.0;66.0;77.0;12;40.61538461538461;0;13;13;0;6;6;0;1;4;2;42.0;1;36.0;1;2;44.0;1;3;42.0;1;1;40.0;1;2;34.0;1;1;0.0;0;2;2;36.53333333333333
2177;10;348.0;62.0;0.0;78.0;68.0;10;40.86666666666667;0;15;15;0;7;7;0;1;4;2;36.0;1;33.0;1;2;46.0;1;3;43.0;1;1;45.0;1;2;36.0;1;1;48.0;1;2;2;38.55882352941177
2178;1;349.0;79.0;0.0;67.0;61.0;1;40.93333333333333;0;15;15;0;7;7;0;1;4;2;35.0;1;34.0;1;2;46.0;1;3;46.0;1;1;45.0;1;2;38.0;1;1;47.0;1;2;2;37.588235294117645
2179;11;342.0;78.0;0.0;74.0;74.0;10;39.07692307692308;0;13;13;0;6;6;0;1;4;11;32.0;1;36.0;1;2;48.0;1;3;40.0;1;1;47.0;1;2;30.0;1;1;0.0;0;2;2;30.833333333333332
2180;14;332.0;70.0;0.0;78.0;59.0;3;40.46153846153846;0;13;13;0;6;6;0;1;4;11;42.0;1;35.0;1;2;45.0;1;3;42.0;1;1;40.0;1;2;31.0;1;1;0.0;0;2;2;34.666666666666664
2181;7;379.0;67.0;0.0;78.0;73.0;7;19.076923076923077;3;20;13;7;6;3;3;1;4;9;2.0;2;36.0;1;2;30.0;1;3;39.0;1;1;15.5;2;2;8.0;2;1;0.0;0;2;1;14.25
2182;16;345.0;84.0;0.0;66.0;67.0;16;39.13333333333333;0;15;15;0;7;7;0;1;4;11;37.0;1;35.0;1;2;45.0;1;3;46.0;1;1;33.0;1;2;36.0;1;1;43.0;1;2;2;34.46666666666667
2183;8;340.0;65.0;0.0;76.0;62.0;8;38.4;1;16;15;1;7;7;0;1;4;2;40.0;1;36.0;1;2;42.0;1;3;42.0;1;1;40.0;1;2;30.0;2;1;33.0;1;2;2;31.5
2184;20;334.0;77.0;0.0;69.0;58.0;20;44.2;0;15;15;0;7;7;0;1;4;2;39.0;1;37.0;1;2;49.0;1;3;47.0;1;1;50.0;1;2;39.0;1;1;50.0;1;2;2;35.5
2185;8;349.0;78.0;0.0;65.0;74.0;8;41.0;0;13;13;0;6;6;0;1;4;2;35.0;1;35.0;1;2;46.0;1;3;46.0;1;1;50.0;1;2;39.0;1;1;0.0;0;2;2;35.8
2186;4;352.0;82.0;0.0;76.0;53.0;4;40.46666666666667;0;15;15;0;7;7;0;1;4;2;37.0;1;36.0;1;2;43.0;1;3;42.0;1;1;41.0;1;2;36.0;1;1;49.0;1;2;2;39.733333333333334
2187;20;330.0;75.0;0.0;74.0;64.0;20;13.88888888888889;0;13;13;0;5;0;5;2;4;9;0.0;1;10.0;1;2;17.0;1;3;14.0;1;1;14.0;1;2;12.0;1;1;0.0;0;2;1;0.0
2188;12;388.0;81.0;0.0;81.0;95.0;11;24.576923076923077;3;20;13;7;6;3;3;1;4;12;9.0;2;30.0;1;2;37.0;1;3;41.0;1;1;21.5;2;2;28.5;2;1;0.0;0;2;1;0.0
2189;16;350.0;68.0;0.0;68.0;58.0;16;25.76923076923077;0;13;13;0;6;2;4;2;4;9;12.0;1;28.0;1;2;38.0;1;3;36.0;1;1;28.0;1;2;25.0;1;1;0.0;0;2;1;0.0
2190;15;347.0;71.0;0.0;72.0;70.0;8;44.733333333333334;0;15;15;0;7;7;0;1;4;2;42.0;1;36.0;1;2;48.0;1;3;47.0;1;1;50.0;1;2;40.0;1;1;50.0;1;2;2;36.970588235294116
2191;10;342.0;67.0;0.0;72.0;53.0;11;33.41111111111111;2;24;15;9;7;5;2;1;4;2;20.666666666666668;3;31.0;1;2;43.0;1;3;37.0;1;1;31.0;1;2;28.5;2;1;50.0;1;2;2;30.333333333333332
2192;20;410.0;93.0;0.0;83.0;97.0;20;41.4;0;15;15;0;7;7;0;1;4;2;36.0;1;43.0;1;2;46.0;1;3;39.0;1;1;44.0;1;2;30.0;1;1;48.0;1;2;2;38.029411764705884
2193;10;370.0;72.0;0.0;72.0;65.0;10;38.2;1;19;15;4;7;7;0;1;4;11;30.0;2;30.0;1;2;42.0;1;3;37.0;1;1;50.0;1;2;36.0;1;1;47.0;1;2;2;30.9
2194;15;365.0;88.0;0.0;61.0;67.0;5;31.23076923076923;3;20;13;7;6;5;1;1;4;13;21.0;2;32.0;1;2;42.0;1;3;37.0;1;1;32.0;2;2;31.0;2;1;0.0;0;2;1;29.142857142857142
2195;20;328.0;67.0;0.0;70.0;61.0;20;29.692307692307693;1;17;13;4;6;5;1;2;4;9;10.0;2;30.0;1;2;42.0;1;3;47.0;1;1;41.0;1;2;31.0;1;1;0.0;0;2;1;0.0
2196;20;320.0;64.0;0.0;67.0;55.0;20;39.76923076923077;0;13;13;0;6;6;0;1;4;2;40.0;1;31.0;1;2;43.0;1;3;41.0;1;1;45.0;1;2;35.0;1;1;0.0;0;2;2;32.56666666666667
2197;20;288.0;55.0;0.0;60.0;57.0;20;34.23076923076923;1;17;13;4;6;5;1;1;4;13;24.0;2;36.0;1;2;42.0;1;3;47.0;1;1;37.0;1;2;30.0;1;1;0.0;0;2;1;20.733333333333334
2198;20;318.0;70.0;0.0;73.0;41.0;20;36.833333333333336;3;22;15;7;7;6;1;1;4;11;30.0;2;32.0;1;2;46.0;1;3;42.0;1;1;29.0;2;2;30.5;2;1;50.0;1;2;2;36.96666666666667
2199;10;453.0;83.0;56.0;62.0;66.0;10;37.666666666666664;0;15;15;0;7;7;0;1;4;3;30.0;1;30.0;1;2;46.0;1;3;42.0;1;1;50.0;1;2;33.0;1;1;36.0;1;2;2;36.86666666666667
2200;20;412.0;60.0;66.0;49.0;46.0;11;42.06666666666667;0;15;15;0;7;7;0;1;4;2;46.0;1;37.0;1;2;46.0;1;3;41.0;1;1;37.0;1;2;38.0;1;1;41.0;1;2;2;38.26470588235294
2201;9;408.0;64.0;62.0;54.0;61.0;9;35.46153846153846;1;14;13;1;6;6;0;1;4;2;30.0;1;36.0;1;2;44.0;1;3;40.0;1;1;33.0;1;2;31.0;2;1;0.0;0;2;2;31.8
2202;9;422.0;75.0;56.0;59.0;54.0;9;40.4;0;15;15;0;7;7;0;1;4;2;42.0;1;36.0;1;2;46.0;1;3;42.0;1;1;36.0;1;2;36.0;1;1;39.0;1;2;2;36.94117647058823
2203;11;419.0;63.0;70.0;67.0;57.0;8;36.06666666666667;1;19;15;4;7;6;1;1;4;2;26.0;2;32.0;1;2;44.0;1;3;42.0;1;1;39.0;1;2;31.0;1;1;45.0;1;2;2;32.11764705882353
2205;8;408.0;68.0;50.0;49.0;57.0;8;39.46666666666667;0;15;15;0;7;7;0;1;4;2;30.0;1;37.0;1;2;45.0;1;3;43.0;1;1;45.0;1;2;32.0;1;1;49.0;1;2;2;36.11764705882353
2206;4;422.0;71.0;53.0;53.0;59.0;4;36.2;0;15;15;0;7;6;1;1;4;11;39.0;1;38.0;1;2;43.0;1;3;39.0;1;1;37.0;1;2;33.0;1;1;18.0;1;2;2;33.9
2207;19;291.0;84.0;0.0;67.0;0.0;19;38.53333333333333;0;15;15;0;7;7;0;1;4;4;36.0;1;41.0;1;2;31.0;1;3;40.0;1;1;40.0;1;2;43.0;1;1;48.0;1;2;2;33.53333333333333
2208;7;429.0;75.0;69.0;58.0;0.0;7;44.13333333333333;0;15;15;0;7;7;0;1;4;2;44.0;1;49.0;1;2;40.0;1;3;45.0;1;1;40.0;1;2;43.0;1;1;50.0;1;2;3;40.88235294117647
2209;11;270.0;82.0;0.0;64.0;0.0;11;38.266666666666666;0;15;15;0;7;7;0;1;4;2;30.0;1;41.0;1;2;39.0;1;3;46.0;1;1;43.0;1;2;39.0;1;1;42.0;1;2;2;38.733333333333334
2210;16;355.0;67.0;0.0;78.0;59.0;8;33.53846153846154;1;17;13;4;6;6;0;1;4;2;30.5;2;36.0;1;2;30.0;1;3;35.0;1;1;37.0;1;2;43.0;1;1;0.0;0;2;2;34.0
2211;1;366.0;77.0;0.0;74.0;74.0;1;32.15384615384615;1;17;13;4;6;6;0;1;4;12;32.0;2;30.0;1;2;30.0;1;3;36.0;1;1;34.0;1;2;36.0;1;1;0.0;0;2;1;27.266666666666666
2213;13;355.0;74.0;0.0;66.0;83.0;8;37.53333333333333;0;15;15;0;7;7;0;1;4;2;30.0;1;34.0;1;2;37.0;1;3;37.0;1;1;47.0;1;2;43.0;1;1;45.0;1;2;2;31.766666666666666
2214;11;375.0;77.0;0.0;75.0;64.0;11;39.69230769230769;1;17;13;4;6;6;0;1;4;2;36.0;2;38.0;1;2;39.0;1;3;39.0;1;1;48.0;1;2;44.0;1;1;0.0;0;2;2;33.56666666666667
2215;15;368.0;72.0;0.0;72.0;100.0;4;38.07692307692308;0;13;13;0;6;6;0;1;4;13;34.0;1;31.0;1;2;39.0;1;3;36.0;1;1;48.0;1;2;48.0;1;1;0.0;0;2;2;33.30769230769231
2216;16;428.0;65.0;74.0;59.0;39.0;7;34.34615384615385;1;16;13;3;6;5;1;1;4;11;31.0;1;36.0;1;2;28.5;2;3;44.0;1;1;43.0;1;2;35.0;1;1;0.0;0;2;2;32.733333333333334
2217;2;294.0;58.0;0.0;60.0;48.0;5;21.53846153846154;0;13;13;0;6;3;3;2;4;13;16.0;1;25.0;1;2;13.0;1;3;30.0;1;1;30.0;1;2;37.0;1;1;0.0;0;2;1;0.0
2218;16;342.0;86.0;0.0;66.0;70.0;8;35.13333333333333;0;15;15;0;7;7;0;1;4;2;32.0;1;35.0;1;2;33.0;1;3;30.0;1;1;39.0;1;2;36.0;1;1;43.0;1;2;2;35.86666666666667
2220;20;350.0;83.0;0.0;70.0;63.0;7;28.807692307692307;2;20;13;7;6;4;2;2;4;11;27.5;2;32.0;1;2;22.5;2;3;33.0;1;1;31.0;1;2;38.0;1;1;0.0;0;2;1;27.533333333333335
2221;10;356.0;74.0;0.0;71.0;73.0;12;32.03846153846154;2;20;13;7;6;5;1;1;4;2;31.5;2;30.0;1;2;24.5;2;3;35.0;1;1;40.0;1;2;42.0;1;1;0.0;0;2;2;36.8
2222;16;349.0;72.0;0.0;69.0;70.0;8;31.307692307692307;2;20;13;7;6;4;2;1;4;2;26.5;2;33.0;1;2;24.0;2;3;38.0;1;1;42.0;1;2;41.0;1;1;0.0;0;2;2;36.6
2223;3;351.0;71.0;0.0;70.0;64.0;3;32.19230769230769;2;24;13;11;6;4;2;1;4;2;29.0;3;33.0;1;2;23.5;2;3;39.0;1;1;43.0;1;2;41.0;1;1;0.0;0;2;2;34.93333333333333
2224;19;353.0;73.0;0.0;68.0;77.0;19;30.153846153846153;3;22;13;9;6;4;2;1;4;2;23.0;2;31.5;2;2;24.0;2;3;40.0;1;1;42.0;1;2;41.0;1;1;0.0;0;2;1;27.566666666666666
2225;11;392.0;81.0;0.0;77.0;77.0;20;39.4;0;15;15;0;7;7;0;1;4;2;33.0;1;37.0;1;2;38.0;1;3;44.0;1;1;48.0;1;2;43.0;1;1;44.0;1;2;2;38.86666666666667
2226;4;338.0;75.0;0.0;73.0;68.0;4;34.15384615384615;1;17;13;4;6;6;0;1;4;2;30.0;2;40.0;1;2;31.0;1;3;33.0;1;1;40.0;1;2;38.0;1;1;0.0;0;2;2;35.733333333333334
2227;2;366.0;73.0;0.0;74.0;80.0;2;33.19230769230769;1;16;13;3;6;5;1;1;4;2;30.0;1;36.0;1;2;25.5;2;3;38.0;1;1;41.0;1;2;43.0;1;1;0.0;0;2;2;36.3
2228;20;342.0;78.0;0.0;74.0;62.0;9;32.84615384615385;2;20;13;7;6;4;2;1;4;2;29.5;2;33.0;1;2;25.0;2;3;38.0;1;1;46.0;1;2;38.0;1;1;0.0;0;2;2;36.8
2229;20;369.0;76.0;0.0;77.0;75.0;20;34.03846153846154;2;20;13;7;6;5;1;1;4;2;30.5;2;41.0;1;2;27.5;2;3;35.0;1;1;41.0;1;2;39.0;1;1;0.0;0;2;2;35.43333333333333
2230;11;354.0;72.0;0.0;70.0;69.0;11;31.692307692307693;3;22;13;9;6;4;2;1;4;2;27.5;2;32.5;2;2;25.0;2;3;36.0;1;1;42.0;1;2;42.0;1;1;0.0;0;2;2;31.0
2231;7;357.0;68.0;0.0;74.0;84.0;8;29.576923076923077;3;22;13;9;6;3;3;1;4;3;26.0;2;26.0;2;2;23.5;2;3;36.0;1;1;41.0;1;2;40.0;1;1;0.0;0;2;1;19.0
2232;10;344.0;76.0;0.0;73.0;64.0;10;30.307692307692307;3;22;13;9;6;4;2;1;4;2;26.5;2;31.0;2;2;24.0;2;3;38.0;1;1;38.0;1;2;40.0;1;1;0.0;0;2;2;32.233333333333334
2233;3;350.0;74.0;0.0;69.0;80.0;16;27.307692307692307;0;13;13;0;6;3;3;2;4;9;24.0;1;28.0;1;2;21.0;1;3;36.0;1;1;33.0;1;2;38.0;1;1;0.0;0;2;1;0.0
2234;4;366.0;78.0;0.0;73.0;70.0;7;36.53333333333333;0;15;15;0;7;7;0;1;4;2;30.0;1;33.0;1;2;32.0;1;3;39.0;1;1;42.0;1;2;43.0;1;1;50.0;1;2;3;41.05882352941177
2235;16;359.0;74.0;0.0;71.0;75.0;16;35.15384615384615;2;20;13;7;6;5;1;1;4;2;32.5;2;37.0;1;2;27.0;2;3;41.0;1;1;44.0;1;2;43.0;1;1;0.0;0;2;2;39.733333333333334
2236;20;341.0;71.0;0.0;74.0;74.0;20;34.53846153846154;2;20;13;7;6;6;0;1;4;2;34.0;2;32.0;1;2;30.0;2;3;40.0;1;1;38.0;1;2;43.0;1;1;0.0;0;2;2;37.46666666666667
2237;14;357.0;74.0;0.0;72.0;75.0;16;31.76923076923077;2;20;13;7;6;4;2;1;4;11;27.5;2;31.0;1;2;25.0;2;3;38.0;1;1;43.0;1;2;42.0;1;1;0.0;0;2;2;31.466666666666665
2238;20;355.0;73.0;0.0;66.0;66.0;20;31.03846153846154;2;20;13;7;6;4;2;1;4;2;29.5;2;32.0;1;2;24.5;2;3;36.0;1;1;37.0;1;2;38.0;1;1;0.0;0;2;2;32.4
2239;14;364.0;85.0;0.0;72.0;71.0;18;35.30769230769231;2;20;13;7;6;5;1;1;4;2;32.0;2;41.0;1;2;28.0;2;3;39.0;1;1;41.0;1;2;44.0;1;1;0.0;0;2;2;33.8
2240;4;358.0;75.0;0.0;70.0;72.0;4;34.61538461538461;1;17;13;4;6;6;0;1;4;2;33.0;2;34.0;1;2;30.0;1;3;42.0;1;1;38.0;1;2;42.0;1;1;0.0;0;2;2;37.46666666666667
2241;20;352.0;75.0;0.0;70.0;82.0;20;31.833333333333332;2;22;15;7;7;5;2;1;4;2;24.5;2;33.0;1;2;28.5;2;3;33.0;1;1;35.0;1;2;33.0;1;1;46.0;1;2;2;31.764705882352942
2242;1;357.0;78.0;0.0;72.0;74.0;10;33.9;1;18;15;3;7;6;1;1;4;2;33.0;1;36.0;1;2;28.5;2;3;37.0;1;1;41.0;1;2;40.0;1;1;30.0;1;2;2;35.86666666666667
2243;7;348.0;73.0;0.0;72.0;79.0;8;33.88461538461539;2;20;13;7;6;5;1;1;4;2;32.5;2;30.0;1;2;27.5;2;3;36.0;1;1;45.0;1;2;42.0;1;1;0.0;0;2;2;34.15384615384615
2244;2;353.0;74.0;0.0;67.0;72.0;10;35.46153846153846;0;13;13;0;6;6;0;1;4;2;31.0;1;39.0;1;2;30.0;1;3;38.0;1;1;43.0;1;2;45.0;1;1;0.0;0;2;2;35.733333333333334
2245;7;344.0;75.0;0.0;70.0;69.0;8;31.73076923076923;2;20;13;7;6;4;2;1;4;11;27.5;2;36.0;1;2;24.5;2;3;37.0;1;1;40.0;1;2;40.0;1;1;0.0;0;2;2;31.066666666666666
2246;7;356.0;70.0;0.0;70.0;69.0;8;27.615384615384617;2;20;13;7;6;4;2;2;4;11;22.0;2;33.0;1;2;18.0;2;3;36.0;1;1;37.0;1;2;41.0;1;1;0.0;0;2;2;32.416666666666664
2247;10;351.0;72.0;0.0;71.0;74.0;10;13.23076923076923;0;13;13;0;6;0;6;2;4;9;11.0;1;9.0;1;2;6.0;1;3;25.0;1;1;22.0;1;2;23.0;1;1;0.0;0;2;1;0.0
