NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;NAC_SEIS;NOTA_PLINEAL;NOTA_IECONOMICA;NOTA_DISEÑO;NOTA_METODOS;NOTA_EI_TRES;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MECARDOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO
568;34.733333333333334;35.64705882352941;34.0;27.925925925925927;29.0;30.0;1;32.46666666666667;32.0;32.0;0.0;30.0;33.0;32.875;7;35.0;32.0;35.0;37.0;0;32.916666666666664;0;11;11;0;6;6;0;1;32.0;1;2;43.0;1;2;33.0;1;2;33.0;1;2;37.0;1;2;39.0;1;1;0.0;0;2;0.0;0;2;1;27.77777777777778
569;35.266666666666666;37.3235294117647;37.0;36.05555555555556;32.0;37.0;0;37.0;30.0;42.0;45.0;40.0;42.0;33.470588235294116;8;23.0;30.0;39.0;34.0;43;41.06666666666667;0;15;15;0;8;8;0;1;34.0;1;2;38.0;1;2;44.0;1;2;39.0;1;2;43.0;1;2;42.0;1;1;45.0;1;2;44.0;1;2;2;37.714285714285715
570;38.2;38.294117647058826;46.0;39.0;38.0;39.0;43;40.11764705882353;33.0;42.0;46.0;41.0;44.0;41.411764705882355;8;38.0;44.0;43.0;38.0;42;40.8;0;15;15;0;8;8;0;1;44.0;1;2;46.0;1;2;48.0;1;2;40.0;1;2;44.0;1;2;42.0;1;1;31.0;1;2;32.0;1;2;4;45.42857142857143
571;32.53846153846154;31.666666666666668;0.0;31.964285714285715;33.0;30.0;0;24.928571428571427;1.0;0.0;41.0;41.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;19.0;0;3;3;0;1;1;0;2;0.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;38.0;1;1;0.0;0;2;0.0;0;2;1;0.0
572;33.93333333333333;36.8235294117647;42.0;36.611111111111114;35.0;31.0;42;38.470588235294116;30.0;42.0;50.0;46.0;43.0;32.8235294117647;8;34.0;25.5;28.0;32.0;35;38.733333333333334;0;15;15;0;8;8;0;1;31.0;1;2;39.0;1;2;42.0;1;2;40.0;1;2;38.0;1;2;47.0;1;1;35.0;1;2;42.0;1;2;2;39.535714285714285
574;36.4;34.411764705882355;33.0;35.861111111111114;34.0;34.0;44;36.94117647058823;30.0;38.0;40.0;43.0;42.0;39.23529411764706;8;29.0;39.0;43.0;34.0;44;41.13333333333333;0;15;15;0;8;8;0;1;43.0;1;2;47.0;1;2;35.0;1;2;37.0;1;2;44.0;1;2;41.0;1;1;42.0;1;2;40.0;1;2;3;41.714285714285715
575;38.266666666666666;33.705882352941174;44.0;30.77777777777778;30.0;35.0;50;36.588235294117645;42.0;41.0;36.0;30.0;47.0;35.11764705882353;8;31.0;38.0;24.0;39.0;45;38.8;1;17;15;2;8;7;1;1;41.0;1;2;42.0;1;2;40.0;1;2;37.0;1;2;44.0;1;2;36.0;1;1;46.0;1;2;23.0;2;2;3;41.714285714285715
578;37.0;39.05882352941177;42.0;39.166666666666664;45.0;34.0;49;39.11764705882353;30.0;44.0;45.0;38.0;37.0;37.35294117647059;8;28.0;38.0;38.0;38.0;42;40.0;0;15;15;0;8;8;0;1;35.0;1;2;42.0;1;2;42.0;1;2;37.0;1;2;44.0;1;2;42.0;1;1;32.0;1;2;47.0;1;2;2;37.214285714285715
580;36.53333333333333;38.705882352941174;41.0;35.22222222222222;28.0;34.0;50;35.705882352941174;30.0;41.0;30.0;36.0;41.0;35.64705882352941;8;20.0;28.5;46.0;38.0;43;42.333333333333336;0;15;15;0;8;8;0;1;40.0;1;2;42.0;1;2;45.0;1;2;45.0;1;2;40.0;1;2;43.0;1;1;42.0;1;2;42.0;1;2;2;33.857142857142854
581;28.057692307692307;31.022222222222222;0.0;31.0;31.5;0.0;0;31.214285714285715;34.0;22.5;0.0;38.0;39.0;22.7;4;15.0;16.0;44.0;0.0;0;19.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;38.0;1;1;0.0;0;2;0.0;0;2;1;0.0
583;38.0;39.88235294117647;36.0;34.888888888888886;32.0;37.0;46;37.411764705882355;33.0;37.0;40.0;45.0;44.0;39.76470588235294;8;36.0;37.0;39.0;37.0;47;38.8;0;15;15;0;8;8;0;1;32.0;1;2;43.0;1;2;41.0;1;2;36.0;1;2;39.0;1;2;44.0;1;1;45.0;1;2;33.0;1;2;3;41.642857142857146
584;34.13333333333333;40.588235294117645;47.0;39.27777777777778;38.0;36.0;50;38.8235294117647;42.0;43.0;47.0;43.0;35.0;40.294117647058826;8;37.0;30.0;48.0;37.0;44;38.53333333333333;0;15;15;0;8;8;0;1;40.0;1;2;43.0;1;2;40.0;1;2;34.0;1;2;37.0;1;2;44.0;1;1;40.0;1;2;33.0;1;2;2;37.892857142857146
585;36.666666666666664;36.529411764705884;46.0;36.69444444444444;31.5;36.0;44;37.0;31.0;33.0;42.0;32.0;44.0;39.588235294117645;8;33.0;42.0;44.0;36.0;45;41.06666666666667;0;15;15;0;8;8;0;1;31.0;1;2;45.0;1;2;46.0;1;2;34.0;1;2;45.0;1;2;44.0;1;1;47.0;1;2;38.0;1;2;2;37.17857142857143
587;35.56666666666667;36.64705882352941;49.0;38.888888888888886;35.0;33.0;50;39.14705882352941;38.0;43.0;47.0;43.0;44.0;37.76470588235294;8;30.0;31.0;48.0;35.0;47;39.666666666666664;1;17;15;2;8;8;0;1;45.0;1;2;40.0;1;2;37.5;2;2;32.0;1;2;42.0;1;2;44.0;1;1;43.0;1;2;36.0;1;2;2;39.642857142857146
588;33.53333333333333;36.38235294117647;38.0;38.611111111111114;32.0;40.0;41;38.0;31.0;39.0;43.0;43.0;35.0;39.64705882352941;8;35.0;36.0;48.0;37.0;45;40.06666666666667;0;15;15;0;8;8;0;1;45.0;1;2;33.0;1;2;37.0;1;2;40.0;1;2;38.0;1;2;41.0;1;1;44.0;1;2;43.0;1;2;2;39.357142857142854
589;32.7;34.05882352941177;30.0;34.888888888888886;25.0;32.0;0;35.35294117647059;32.0;33.0;45.0;35.0;38.0;37.705882352941174;8;36.0;33.0;38.0;38.0;44;39.6;1;17;15;2;8;7;1;1;26.5;2;2;40.0;1;2;47.0;1;2;42.0;1;2;43.0;1;2;41.0;1;1;37.0;1;2;41.0;1;2;2;37.142857142857146
590;35.2;36.05882352941177;40.0;34.294117647058826;36.0;30.0;0;38.411764705882355;41.0;39.0;45.5;38.0;35.0;41.8235294117647;8;41.0;36.0;48.0;41.0;49;39.8;0;15;15;0;8;8;0;1;40.0;1;2;33.0;1;2;41.0;1;2;34.0;1;2;38.0;1;2;39.0;1;1;47.0;1;2;46.0;1;2;2;38.75
591;31.266666666666666;33.794117647058826;45.0;31.805555555555557;27.5;30.0;0;36.94117647058823;33.0;38.0;45.0;37.0;44.0;35.05882352941177;8;30.0;28.5;42.0;34.0;40;37.266666666666666;0;15;15;0;8;8;0;1;38.0;1;2;34.0;1;2;37.0;1;2;37.0;1;2;43.0;1;2;39.0;1;1;41.0;1;2;30.0;1;2;2;34.714285714285715
593;35.53333333333333;33.76470588235294;39.0;36.611111111111114;36.0;34.0;50;41.294117647058826;44.0;41.0;46.0;40.0;46.0;37.294117647058826;8;29.0;36.0;38.0;40.0;41;40.53333333333333;0;15;15;0;8;8;0;1;46.0;1;2;43.0;1;2;38.0;1;2;39.0;1;2;37.0;1;2;40.0;1;1;36.0;1;2;45.0;1;2;3;43.714285714285715
595;28.933333333333334;32.5;33.0;35.75;27.5;32.0;0;36.07142857142857;30.0;40.0;0.0;38.0;44.0;29.375;4;18.0;0.0;0.0;0.0;30;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
596;34.8;32.8235294117647;39.0;31.11111111111111;23.5;32.0;46;39.35294117647059;39.0;37.0;43.0;45.0;50.0;33.38235294117647;8;26.5;29.5;41.0;37.0;32;41.2;0;15;15;0;8;8;0;1;42.0;1;2;43.0;1;2;30.0;1;2;43.0;1;2;42.0;1;2;42.0;1;1;46.0;1;2;42.0;1;2;2;36.57142857142857
598;35.86666666666667;35.73529411764706;40.0;37.72222222222222;38.0;34.0;50;38.588235294117645;38.0;40.0;46.0;43.0;46.0;35.205882352941174;8;29.5;40.0;32.0;32.0;37;38.333333333333336;1;17;15;2;8;7;1;1;35.0;1;2;35.0;1;2;43.0;1;2;25.5;2;2;38.0;1;2;40.0;1;1;48.0;1;2;43.0;1;2;2;37.642857142857146
601;29.692307692307693;35.46666666666667;0.0;32.294117647058826;25.5;32.0;0;26.142857142857142;31.0;0.0;0.0;0.0;0.0;27.2;2;33.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
602;33.96666666666667;35.23529411764706;41.0;34.833333333333336;31.0;34.0;38;35.529411764705884;30.0;44.0;44.0;41.0;35.0;34.470588235294116;8;34.0;42.0;41.0;31.0;24;36.06666666666667;1;17;15;2;8;7;1;1;25.0;2;2;46.0;1;2;33.0;1;2;36.0;1;2;39.0;1;2;37.0;1;1;41.0;1;2;32.0;1;2;2;38.714285714285715
603;34.266666666666666;36.44117647058823;47.0;34.72222222222222;32.0;37.0;37;36.64705882352941;39.0;40.0;47.0;37.0;35.0;40.23529411764706;8;38.0;35.0;48.0;38.0;47;38.6;0;15;15;0;8;8;0;1;40.0;1;2;41.0;1;2;35.0;1;2;33.0;1;2;42.0;1;2;37.0;1;1;38.0;1;2;42.0;1;2;2;37.035714285714285
605;33.733333333333334;31.352941176470587;47.0;30.97222222222222;22.333333333333332;37.0;50;35.76470588235294;34.0;36.0;36.0;43.0;48.0;39.029411764705884;8;29.5;41.0;46.0;35.0;40;39.266666666666666;0;15;15;0;8;8;0;1;42.0;1;2;41.0;1;2;39.0;1;2;36.0;1;2;41.0;1;2;41.0;1;1;43.0;1;2;32.0;1;2;2;39.107142857142854
606;35.06666666666667;35.23529411764706;32.0;36.27777777777778;30.0;36.0;50;39.205882352941174;38.0;38.0;50.0;39.0;50.0;39.05882352941177;8;39.0;39.0;39.0;39.0;43;39.93333333333333;0;15;15;0;8;8;0;1;39.0;1;2;41.0;1;2;37.0;1;2;30.0;1;2;41.0;1;2;43.0;1;1;44.0;1;2;46.0;1;2;2;37.0
607;35.266666666666666;34.73529411764706;36.0;38.05555555555556;35.0;39.0;48;41.6764705882353;38.0;41.0;50.0;45.0;50.0;38.411764705882355;8;24.0;44.0;44.0;37.0;37;43.46666666666667;0;15;15;0;8;8;0;1;43.0;1;2;41.0;1;2;48.0;1;2;36.0;1;2;43.0;1;2;44.0;1;1;48.0;1;2;45.0;1;2;3;42.642857142857146
608;33.93333333333333;32.76470588235294;34.0;38.77777777777778;41.0;42.0;50;39.64705882352941;35.0;40.0;35.0;43.0;46.0;38.76470588235294;8;34.0;35.0;37.0;38.0;47;43.13333333333333;0;15;15;0;8;8;0;1;31.0;1;2;49.0;1;2;47.0;1;2;40.0;1;2;44.0;1;2;45.0;1;1;46.0;1;2;44.0;1;2;3;42.214285714285715
609;34.666666666666664;35.1764705882353;44.0;34.416666666666664;28.5;35.0;50;37.35294117647059;34.0;43.0;42.0;43.0;34.0;35.588235294117645;8;26.333333333333332;36.0;32.0;39.0;37;37.46666666666667;0;15;15;0;8;8;0;1;37.0;1;2;44.0;1;2;41.0;1;2;35.0;1;2;38.0;1;2;40.0;1;1;34.0;1;2;32.0;1;2;3;41.142857142857146
610;36.833333333333336;34.794117647058826;49.0;35.638888888888886;31.0;33.0;46;39.411764705882355;41.0;38.0;48.0;43.0;38.0;36.1764705882353;8;30.0;32.0;35.0;33.0;44;39.46666666666667;0;15;15;0;8;8;0;1;32.0;1;2;40.0;1;2;45.0;1;2;35.0;1;2;41.0;1;2;42.0;1;1;40.0;1;2;42.0;1;2;2;32.0
612;30.424242424242426;29.55;0.0;34.4;0.0;0.0;0;33.0;0.0;38.0;0.0;48.0;32.0;37.333333333333336;2;0.0;0.0;0.0;0.0;37;24.666666666666668;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;37.0;1;2;0.0;0;2;1;0.0
613;32.0;35.35294117647059;42.0;36.80555555555556;28.5;34.0;50;37.529411764705884;35.0;42.0;50.0;44.0;34.0;33.294117647058826;8;25.666666666666668;25.5;33.0;30.0;42;38.86666666666667;0;15;15;0;8;8;0;1;42.0;1;2;47.0;1;2;41.0;1;2;33.0;1;2;38.0;1;2;41.0;1;1;37.0;1;2;33.0;1;2;2;39.357142857142854
614;37.733333333333334;34.88235294117647;41.0;36.611111111111114;35.0;35.0;40;40.0;39.0;44.0;46.0;41.0;37.0;38.23529411764706;8;37.0;36.0;41.0;37.0;35;39.333333333333336;0;15;15;0;8;8;0;1;39.0;1;2;40.0;1;2;42.0;1;2;36.0;1;2;38.0;1;2;40.0;1;1;36.0;1;2;44.0;1;2;2;39.5
616;35.4;32.44117647058823;30.0;37.94444444444444;34.0;36.0;42;39.88235294117647;38.0;40.0;50.0;44.0;43.0;39.64705882352941;8;37.0;35.0;40.0;35.0;44;39.13333333333333;0;15;15;0;8;8;0;1;39.0;1;2;45.0;1;2;43.0;1;2;31.0;1;2;40.0;1;2;43.0;1;1;38.0;1;2;36.0;1;2;2;38.67857142857143
617;31.76923076923077;30.853333333333335;0.0;32.588235294117645;33.0;0.0;0;36.583333333333336;0.0;35.0;0.0;44.0;33.0;37.857142857142854;4;0.0;0.0;0.0;0.0;44;32.0;0;4;4;0;2;2;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;31.0;1;2;33.0;1;2;1;0.0
619;38.0;35.64705882352941;38.0;36.166666666666664;30.0;39.0;43;36.35294117647059;33.0;39.0;40.0;46.0;32.0;38.294117647058826;8;31.0;39.0;45.0;40.0;40;36.2;0;15;15;0;8;8;0;1;31.0;1;2;38.0;1;2;39.0;1;2;35.0;1;2;43.0;1;2;41.0;1;1;31.0;1;2;34.0;1;2;2;38.107142857142854
622;35.53333333333333;36.0;41.0;36.0;33.0;44.0;47;38.588235294117645;33.0;38.0;50.0;42.0;47.0;41.529411764705884;8;38.0;31.0;48.0;42.0;46;42.86666666666667;0;15;15;0;8;8;0;1;32.0;1;2;50.0;1;2;44.0;1;2;45.0;1;2;43.0;1;2;45.0;1;1;42.0;1;2;43.0;1;2;3;41.57142857142857
624;35.733333333333334;38.26470588235294;47.0;39.0;32.0;38.0;38;40.470588235294116;33.0;41.0;46.0;40.0;50.0;41.529411764705884;8;38.0;40.0;43.0;43.0;48;44.333333333333336;0;15;15;0;8;8;0;1;43.0;1;2;49.0;1;2;45.0;1;2;41.0;1;2;40.0;1;2;43.0;1;1;48.0;1;2;45.0;1;2;3;42.0
625;30.77777777777778;28.91176470588235;33.0;35.94444444444444;33.0;34.0;43;36.029411764705884;30.0;31.0;50.0;47.0;44.0;34.8235294117647;8;32.0;30.0;40.0;31.0;41;35.666666666666664;0;15;15;0;8;8;0;1;30.0;1;2;35.0;1;2;36.0;1;2;38.0;1;2;42.0;1;2;39.0;1;1;31.0;1;2;36.0;1;2;2;37.357142857142854
626;34.2;36.529411764705884;41.0;40.05555555555556;38.0;38.0;43;38.88235294117647;38.0;40.0;44.0;43.0;34.0;39.588235294117645;8;39.0;36.0;39.0;39.0;45;40.06666666666667;0;15;15;0;8;8;0;1;34.0;1;2;42.0;1;2;43.0;1;2;35.0;1;2;37.0;1;2;43.0;1;1;43.0;1;2;45.0;1;2;3;40.785714285714285
627;33.8;37.94117647058823;50.0;38.833333333333336;41.0;34.0;0;39.411764705882355;38.0;46.0;47.0;44.0;34.0;39.11764705882353;8;25.666666666666668;46.0;42.0;38.0;48;42.6;0;15;15;0;8;8;0;1;43.0;1;2;43.0;1;2;43.0;1;2;33.0;1;2;44.0;1;2;45.0;1;1;41.0;1;2;50.0;1;2;3;43.285714285714285
632;33.666666666666664;35.35294117647059;40.0;38.5;36.0;41.0;46;40.35294117647059;34.0;36.0;47.0;46.0;46.0;39.1764705882353;8;37.0;39.0;40.0;38.0;45;36.8;0;15;15;0;8;8;0;1;39.0;1;2;38.0;1;2;39.0;1;2;36.0;1;2;40.0;1;2;42.0;1;1;31.0;1;2;32.0;1;2;2;38.214285714285715
635;35.2;30.41176470588235;35.0;30.647058823529413;30.0;30.0;0;34.588235294117645;30.0;34.0;37.0;42.0;38.0;38.1764705882353;8;39.0;24.0;39.0;39.0;44;41.8;0;15;15;0;8;8;0;1;39.0;1;2;44.0;1;2;35.0;1;2;46.0;1;2;43.0;1;2;41.0;1;1;43.0;1;2;43.0;1;2;3;40.5
636;31.61111111111111;30.133333333333333;0.0;28.470588235294116;30.0;0.0;0;32.05882352941177;26.666666666666668;35.0;37.5;32.0;33.0;32.833333333333336;6;30.0;32.0;0.0;0.0;31;28.88888888888889;0;8;8;0;4;3;1;2;22.0;1;2;36.0;1;2;36.0;1;2;36.0;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;19.0
637;38.2;36.23529411764706;38.0;34.638888888888886;30.0;34.0;42;36.1764705882353;32.0;36.0;50.0;42.0;31.0;40.64705882352941;8;39.0;36.0;39.0;39.0;48;38.13333333333333;0;15;15;0;8;8;0;1;31.0;1;2;44.0;1;2;38.0;1;2;33.0;1;2;41.0;1;2;38.0;1;1;33.0;1;2;47.0;1;2;2;36.785714285714285
639;33.53333333333333;35.3235294117647;45.0;37.833333333333336;33.0;33.0;43;37.088235294117645;38.0;39.0;30.0;44.0;37.0;39.588235294117645;8;38.0;33.0;47.0;35.0;42;41.06666666666667;0;15;15;0;8;8;0;1;39.0;1;2;41.0;1;2;40.0;1;2;35.0;1;2;42.0;1;2;44.0;1;1;41.0;1;2;48.0;1;2;2;39.42857142857143
641;37.0;38.588235294117645;43.0;39.888888888888886;40.0;46.0;0;40.94117647058823;39.0;48.0;46.0;44.0;34.0;39.23529411764706;8;30.0;34.0;45.0;37.0;41;44.13333333333333;0;15;15;0;8;8;0;1;46.0;1;2;45.0;1;2;41.0;1;2;45.0;1;2;40.0;1;2;46.0;1;1;47.0;1;2;44.0;1;2;3;41.642857142857146
642;33.666666666666664;36.0;43.0;40.5;38.0;40.0;40;37.8235294117647;35.0;47.0;46.0;44.0;34.0;38.35294117647059;8;36.0;30.0;39.0;38.0;40;39.6;0;15;15;0;8;8;0;1;44.0;1;2;41.0;1;2;44.0;1;2;34.0;1;2;42.0;1;2;42.0;1;1;40.0;1;2;31.0;1;2;3;41.857142857142854
643;34.0;33.6764705882353;48.0;35.666666666666664;26.5;31.0;49;37.470588235294116;38.0;39.0;44.0;36.0;50.0;35.38235294117647;8;27.5;30.0;48.0;34.0;40;39.333333333333336;0;15;15;0;8;8;0;1;43.0;1;2;39.0;1;2;42.0;1;2;39.0;1;2;44.0;1;2;42.0;1;1;35.0;1;2;32.0;1;2;2;39.92857142857143
645;35.12222222222222;33.64705882352941;33.0;37.0;36.0;36.0;38;33.23529411764706;30.0;40.0;37.0;35.0;30.0;35.88235294117647;8;32.0;34.0;42.0;34.0;37;37.333333333333336;1;17;15;2;8;8;0;1;42.0;1;2;38.0;1;2;30.0;2;2;34.0;1;2;40.0;1;2;42.0;1;1;34.0;1;2;41.0;1;2;2;35.714285714285715
646;36.6;36.35294117647059;49.0;38.27777777777778;40.0;35.0;41;35.35294117647059;30.0;39.0;48.0;40.0;38.0;39.529411764705884;8;31.0;37.0;45.0;34.0;48;37.86666666666667;0;15;15;0;8;8;0;1;35.0;1;2;42.0;1;2;39.0;1;2;31.0;1;2;37.0;1;2;42.0;1;1;42.0;1;2;37.0;1;2;3;42.07142857142857
647;33.333333333333336;33.088235294117645;36.0;33.416666666666664;22.333333333333332;26.0;20;36.3235294117647;30.0;39.0;48.0;36.0;37.0;33.94117647058823;8;33.0;26.5;38.0;30.0;43;38.266666666666666;0;15;15;0;8;8;0;1;30.0;1;2;40.0;1;2;38.0;1;2;35.0;1;2;41.0;1;2;42.0;1;1;44.0;1;2;38.0;1;2;2;36.285714285714285
648;36.2;36.294117647058826;45.0;36.47222222222222;33.0;40.0;43;40.411764705882355;32.0;41.0;46.0;46.0;44.0;40.05882352941177;8;36.0;43.0;43.0;35.0;38;41.06666666666667;0;15;15;0;8;8;0;1;42.0;1;2;41.0;1;2;48.0;1;2;35.0;1;2;43.0;1;2;42.0;1;1;36.0;1;2;42.0;1;2;3;42.92857142857143
650;34.677777777777784;33.85294117647059;46.0;39.333333333333336;44.0;46.0;48;34.1764705882353;30.0;39.0;41.0;37.0;33.5;39.294117647058826;8;32.0;38.0;41.0;38.0;50;41.06666666666667;0;15;15;0;8;8;0;1;42.0;1;2;38.0;1;2;46.0;1;2;35.0;1;2;37.0;1;2;42.0;1;1;44.0;1;2;45.0;1;2;2;39.57142857142857
651;32.8;35.3235294117647;40.0;29.88888888888889;23.666666666666668;31.0;50;31.470588235294116;32.0;37.0;39.0;33.0;31.0;35.55882352941177;8;26.5;30.0;38.0;38.0;46;37.333333333333336;0;15;15;0;8;8;0;1;42.0;1;2;35.0;1;2;40.0;1;2;34.0;1;2;43.0;1;2;38.0;1;1;30.0;1;2;37.0;1;2;2;34.67857142857143
652;35.86666666666667;35.3235294117647;46.0;36.72222222222222;26.333333333333332;38.0;50;40.294117647058826;32.0;49.0;44.0;44.0;47.0;38.8235294117647;8;32.0;36.0;42.0;37.0;47;39.2;0;15;15;0;8;8;0;1;41.0;1;2;41.0;1;2;43.0;1;2;39.0;1;2;41.0;1;2;42.0;1;1;31.0;1;2;37.0;1;2;3;42.92857142857143
660;31.9;28.058823529411764;10.0;27.41176470588235;29.5;16.0;0;30.444444444444443;0.0;29.0;42.0;30.0;23.5;22.0;1;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;27.333333333333332
661;39.43333333333333;33.94117647058823;40.0;35.22222222222222;30.0;33.0;38;37.205882352941174;30.0;44.0;40.0;38.0;42.0;38.64705882352941;8;36.0;31.0;44.0;36.0;37;36.86666666666667;0;15;15;0;8;8;0;1;30.0;1;2;40.0;1;2;34.0;1;2;32.0;1;2;37.0;1;2;45.0;1;1;44.0;1;2;37.0;1;2;2;35.214285714285715
662;32.46666666666667;30.176470588235293;48.0;30.63888888888889;28.0;30.0;0;35.470588235294116;28.333333333333332;38.0;35.5;39.0;50.0;34.588235294117645;8;34.0;30.5;35.0;35.0;33;36.46666666666667;1;17;15;2;8;8;0;1;30.0;2;2;36.0;1;2;38.0;1;2;34.0;1;2;45.0;1;2;41.0;1;1;36.0;1;2;34.0;1;2;2;39.785714285714285
664;35.8;41.76470588235294;45.0;39.888888888888886;37.0;46.0;0;42.35294117647059;41.0;48.0;47.0;47.0;41.0;41.23529411764706;8;37.0;38.0;45.0;38.0;41;43.6;0;15;15;0;8;8;0;1;46.0;1;2;45.0;1;2;42.0;1;2;43.0;1;2;40.0;1;2;44.0;1;1;45.0;1;2;44.0;1;2;3;40.57142857142857
666;38.0;36.94117647058823;46.0;39.0;31.0;36.0;32;36.6764705882353;39.0;37.0;37.0;44.0;44.0;36.529411764705884;8;33.0;34.0;44.0;33.0;43;41.0;0;15;15;0;8;8;0;1;37.0;1;2;47.0;1;2;45.0;1;2;34.0;1;2;39.0;1;2;43.0;1;1;44.0;1;2;40.0;1;2;2;35.57142857142857
667;37.13333333333333;36.705882352941174;43.0;35.638888888888886;34.0;33.0;48;35.23529411764706;30.0;41.0;38.0;30.0;33.0;35.11764705882353;8;27.0;31.0;38.0;34.0;46;37.733333333333334;0;15;15;0;8;8;0;1;39.0;1;2;40.0;1;2;39.0;1;2;31.0;1;2;38.0;1;2;40.0;1;1;33.0;1;2;43.0;1;2;2;36.5
668;34.43333333333333;34.607843137254896;40.0;34.44444444444444;36.0;33.0;48;35.38235294117647;30.5;36.0;46.0;32.0;40.0;35.76470588235294;8;26.0;31.0;43.0;39.0;45;35.8;2;19;15;4;8;6;2;1;29.5;2;2;47.0;1;2;34.0;1;2;29.0;2;2;38.0;1;2;38.0;1;1;42.0;1;2;30.0;1;2;2;37.285714285714285
670;35.6;35.23529411764706;44.0;38.0;39.0;36.0;45;39.294117647058826;44.0;42.0;45.0;32.0;37.0;36.411764705882355;8;30.0;36.0;37.0;35.0;35;38.0;0;15;15;0;8;8;0;1;32.0;1;2;40.0;1;2;36.0;1;2;32.0;1;2;44.0;1;2;40.0;1;1;42.0;1;2;39.0;1;2;2;37.464285714285715
671;32.666666666666664;27.1;0.0;32.588235294117645;30.0;31.0;0;30.264705882352942;28.0;32.0;47.0;30.0;36.0;31.38235294117647;8;30.0;24.5;34.0;31.0;36;30.733333333333334;2;19;15;4;8;6;2;1;13.5;2;2;34.0;1;2;36.0;1;2;39.0;1;2;30.0;1;2;46.0;1;1;39.0;1;2;16.0;2;2;1;29.11111111111111
672;32.4;33.48039215686275;47.0;33.72222222222222;26.666666666666668;32.0;49;34.35294117647059;30.0;30.0;46.0;37.0;45.0;33.88235294117647;8;27.0;37.0;45.0;35.0;31;35.266666666666666;0;15;15;0;8;8;0;1;38.0;1;2;35.0;1;2;30.0;1;2;34.0;1;2;44.0;1;2;43.0;1;1;31.0;1;2;31.0;1;2;2;35.607142857142854
674;31.533333333333335;25.566666666666666;0.0;30.4;0.0;0.0;0;38.285714285714285;0.0;39.0;0.0;40.0;40.0;39.57142857142857;4;0.0;0.0;0.0;0.0;38;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
677;34.8;35.73529411764706;35.0;36.111111111111114;31.0;35.0;41;38.0;37.0;40.0;41.0;40.0;38.0;37.64705882352941;8;35.0;33.0;37.0;38.0;45;37.13333333333333;0;15;15;0;8;8;0;1;31.0;1;2;40.0;1;2;34.0;1;2;31.0;1;2;38.0;1;2;43.0;1;1;40.0;1;2;43.0;1;2;2;37.214285714285715
678;34.333333333333336;31.970588235294116;39.0;35.30555555555556;26.5;17.0;0;33.4;0.0;0.0;0.0;44.0;35.0;21.5;1;0.0;0.0;0.0;0.0;0;21.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;1;0.0;0;2;0.0;0;2;1;25.0
