NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES
1495;1;423.0;86.0;62.0;65.0;52.0;1;36.766666666666666;2;20;5;6;1;11;41.0;27.5;30.5;45.0;31.0;42.0;46.0;28.529411764705884;3;26;17;9;7;4;3;1;35.0;1;3;22.5;2;3;15.5;2;3;36.0;1;2;33.0;1;1;23.0;2;3;46.0;1;2;2
1496;9;419.0;71.0;70.0;49.0;71.0;9;36.6;0;15;0;7;0;2;38.0;36.0;32.0;39.0;38.0;30.0;42.0;36.411764705882355;0;17;17;0;7;7;0;1;32.0;1;3;38.0;1;3;31.0;1;3;30.0;1;2;38.0;1;1;44.0;1;3;43.0;1;2;2
1497;20;423.0;68.0;74.0;53.0;46.0;20;32.38461538461539;1;17;4;5;1;9;26.5;36.0;34.0;32.0;34.0;41.0;0.0;27.916666666666668;0;12;12;0;5;2;3;2;19.0;1;3;0.0;0;3;32.0;1;3;28.0;1;2;21.0;1;1;35.0;1;3;0.0;0;2;1
1498;16;437.0;74.0;62.0;64.0;60.0;16;36.06666666666667;0;15;0;7;0;2;34.0;34.0;32.0;39.0;38.0;30.0;48.0;36.3235294117647;2;23;17;6;7;7;0;1;35.5;2;3;35.0;1;3;32.0;2;3;31.0;1;2;38.0;1;1;40.0;1;3;45.0;1;2;2
1499;1;443.0;70.0;64.0;58.0;83.0;1;37.0;1;19;4;7;0;2;30.5;36.0;40.0;41.0;38.0;44.0;40.0;35.5;3;25;17;8;7;6;1;1;37.0;1;3;30.0;1;3;34.5;2;3;26.5;2;2;38.0;1;1;42.0;2;3;41.0;1;2;2
1500;8;438.0;71.0;66.0;57.0;54.0;8;23.46666666666666;2;25;10;4;3;9;10.666666666666666;32.0;35.0;32.0;37.0;10.333333333333334;12.0;10.458333333333334;5;24;12;12;5;0;5;1;7.0;2;3;0.0;0;3;16.0;2;3;8.5;2;2;14.0;2;1;8.5;2;3;0.0;0;2;1
1501;20;425.0;65.0;80.0;59.0;54.0;20;37.333333333333336;1;19;4;7;0;2;32.0;38.0;40.0;36.0;35.0;42.0;44.0;35.23529411764706;0;17;17;0;7;7;0;1;37.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;38.0;1;1;40.0;1;3;45.0;1;2;2
1502;4;439.0;71.0;66.0;59.0;68.0;4;37.733333333333334;0;15;0;7;0;2;32.0;38.0;42.0;42.0;38.0;32.0;43.0;37.705882352941174;0;17;17;0;7;7;0;1;33.0;1;3;38.0;1;3;32.0;1;3;31.0;1;2;44.0;1;1;44.0;1;3;47.0;1;2;3
1503;20;408.0;68.0;80.0;55.0;57.0;20;22.666666666666668;3;21;8;2;3;9;13.5;18.0;38.0;42.0;13.0;0.0;0.0;11.25;0;6;6;0;1;0;1;2;0.0;0;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;0.0;1;3;0.0;0;2;1
1504;4;440.0;71.0;62.0;55.0;56.0;15;36.666666666666664;0;15;0;7;0;2;32.0;36.0;37.0;37.0;38.0;30.0;48.0;36.470588235294116;0;17;17;0;7;7;0;1;30.0;1;3;33.0;1;3;37.0;1;3;39.0;1;2;38.0;1;1;42.0;1;3;39.0;1;2;2
1505;4;444.0;65.0;66.0;53.0;59.0;4;39.06666666666667;0;15;0;6;1;9;28.0;40.0;48.0;42.0;40.0;34.0;47.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1507;16;425.0;68.0;74.0;61.0;54.0;7;37.6;1;19;4;7;0;2;31.5;36.0;37.0;40.0;41.0;43.0;45.0;37.294117647058826;1;19;17;2;7;6;1;1;36.0;1;3;31.0;1;3;44.0;1;3;29.5;2;2;40.0;1;1;40.0;1;3;41.0;1;2;2
1508;7;449.0;65.0;66.0;71.0;57.0;7;38.53333333333333;2;22;7;7;0;2;33.0;40.0;31.0;41.0;50.0;44.0;44.0;39.705882352941174;1;20;17;3;7;7;0;1;42.0;1;3;34.0;1;3;35.0;2;3;35.0;1;2;36.0;1;1;46.0;1;3;49.0;1;2;3
1509;14;451.0;83.0;50.0;64.0;63.0;10;39.63333333333333;1;18;3;7;0;2;34.0;38.0;37.5;41.0;47.0;45.0;45.0;39.8235294117647;0;17;17;0;7;7;0;1;41.0;1;3;33.0;1;3;42.0;1;3;32.0;1;2;41.0;1;1;44.0;1;3;46.0;1;2;3
1510;8;459.0;68.0;62.0;71.0;66.0;8;34.43333333333333;2;22;7;7;0;2;30.0;34.0;32.5;45.0;30.0;44.0;41.0;34.56666666666667;1;18;15;3;6;5;1;1;33.0;1;3;24.5;2;3;37.0;1;3;31.0;1;2;44.0;1;1;43.0;1;3;0.0;0;2;2
1511;10;429.0;71.0;66.0;55.0;56.0;9;36.233333333333334;1;18;3;7;0;11;36.0;42.0;30.5;37.0;30.0;41.0;43.0;35.13333333333333;0;15;15;0;6;6;0;1;31.0;1;3;30.0;1;3;37.0;1;3;32.0;1;2;34.0;1;1;45.0;1;3;0.0;0;2;2
1512;7;417.0;68.0;74.0;51.0;59.0;7;35.2;2;25;10;6;1;11;32.5;37.0;29.0;45.0;33.0;38.0;44.0;34.38235294117647;3;26;17;9;7;6;1;1;35.5;2;3;28.5;2;3;31.5;2;3;30.0;1;2;36.0;1;1;42.0;1;3;38.0;1;2;3
1514;8;416.0;83.0;62.0;55.0;58.0;8;28.717948717948715;3;24;11;3;3;9;29.5;30.0;23.0;36.0;24.666666666666668;41.0;0.0;24.666666666666668;4;33;15;18;6;3;3;1;37.0;1;3;18.0;4;3;13.333333333333334;3;3;16.0;2;2;31.0;2;1;34.0;1;3;0.0;0;2;1
1515;20;438.0;62.0;69.0;62.0;83.0;20;40.86666666666667;0;15;0;7;0;2;36.0;41.0;32.0;47.0;50.0;46.0;49.0;39.088235294117645;1;20;17;3;7;6;1;1;29.5;2;3;35.0;1;3;47.0;1;3;33.0;1;2;46.0;1;1;42.0;1;3;46.0;1;2;2
1516;11;414.0;62.0;80.0;57.0;47.0;11;34.69230769230769;1;17;4;6;0;9;30.5;33.0;40.0;40.0;30.0;43.0;0.0;30.066666666666666;3;30;15;15;6;3;3;1;28.5;2;3;22.0;3;3;32.0;1;3;24.75;4;2;31.0;1;1;41.0;1;3;0.0;0;2;2
1517;11;436.0;75.0;62.0;59.0;74.0;11;33.23076923076923;1;17;4;6;0;9;30.0;31.0;34.0;46.0;30.0;42.0;0.0;30.444444444444446;3;31;15;16;6;3;3;1;25.666666666666668;3;3;25.333333333333332;3;3;30.0;1;3;24.333333333333332;3;2;39.0;1;1;42.0;1;3;0.0;0;2;2
1518;8;433.0;61.0;75.0;60.0;63.0;18;31.76923076923077;2;20;7;4;2;9;28.0;31.0;28.0;40.0;37.0;41.0;0.0;32.06666666666667;2;21;15;6;6;5;1;1;31.0;1;3;29.0;2;3;31.0;1;3;30.0;1;2;43.0;1;1;35.0;2;3;0.0;0;2;2
1519;20;439.0;68.0;65.0;65.0;54.0;20;37.93333333333333;2;25;10;6;1;2;33.5;35.0;29.666666666666668;40.0;47.0;44.0;49.0;35.588235294117645;1;20;17;3;7;7;0;1;32.0;1;3;33.0;2;3;38.0;1;3;34.0;1;2;39.0;1;1;33.0;1;3;45.0;1;2;2
1520;20;435.0;85.0;60.0;77.0;60.0;20;29.4;2;16;6;3;2;9;23.0;26.5;0.0;36.0;37.0;39.0;0.0;20.25;0;7;7;0;3;1;2;2;0.0;0;3;0.0;0;3;26.0;1;3;0.0;0;2;33.0;1;1;17.0;1;3;0.0;0;2;1
1521;10;426.0;75.0;62.0;55.0;58.0;21;14.307692307692308;0;13;0;2;4;9;5.0;11.0;8.0;40.0;20.0;40.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1522;11;460.0;68.0;59.0;67.0;59.0;11;37.9;1;18;3;6;1;2;31.0;40.0;26.5;41.0;50.0;44.0;50.0;35.294117647058826;0;17;17;0;7;7;0;1;31.0;1;3;30.0;1;3;42.0;1;3;30.0;1;2;33.0;1;1;36.0;1;3;45.0;1;2;3
1523;11;447.0;75.0;56.0;60.0;74.0;11;36.6;1;18;3;6;1;11;42.0;32.0;22.0;43.0;42.0;42.0;41.0;36.94117647058823;1;20;17;3;7;7;0;1;45.0;1;3;30.0;1;3;34.0;2;3;30.0;1;2;36.0;1;1;43.0;1;3;38.0;1;2;2
1524;17;451.0;75.0;53.0;57.0;77.0;10;24.923076923076923;1;17;4;4;2;9;20.0;30.0;11.0;47.0;30.0;44.0;0.0;16.75;0;7;7;0;3;2;1;2;0.0;0;3;0.0;0;3;4.0;1;3;0.0;0;2;32.0;1;1;30.0;1;3;0.0;0;2;1
1525;20;410.0;65.0;73.0;53.0;47.0;20;33.63333333333333;2;22;7;5;2;2;27.0;34.0;24.5;38.0;43.0;43.0;44.0;34.411764705882355;2;23;17;6;7;7;0;1;30.0;2;3;30.0;1;3;37.0;1;3;31.0;1;2;39.0;1;1;37.0;2;3;41.0;1;2;2
1526;16;424.0;78.0;59.0;53.0;59.0;16;34.4;2;25;10;6;1;2;28.5;32.0;31.666666666666668;39.0;40.0;44.0;40.0;33.6764705882353;2;23;17;6;7;5;2;1;27.5;2;3;29.0;2;3;36.0;1;3;34.0;1;2;36.0;1;1;39.0;1;3;37.0;1;2;2
1527;15;422.0;71.0;66.0;55.0;89.0;15;38.93333333333333;1;18;3;7;0;2;34.0;40.0;30.0;47.0;44.0;47.0;48.0;39.411764705882355;0;17;17;0;7;7;0;1;31.0;1;3;39.0;1;3;40.0;1;3;30.0;1;2;43.0;1;1;47.0;1;3;48.0;1;2;3
1528;20;429.0;59.0;74.0;55.0;47.0;20;34.8;2;22;7;7;0;11;30.5;38.0;30.0;39.0;37.0;41.0;40.0;33.76470588235294;2;25;17;8;7;5;2;1;34.0;1;3;26.666666666666668;3;3;35.0;1;3;29.0;2;2;37.0;1;1;40.0;1;3;36.0;1;2;3
1529;20;430.0;71.0;62.0;57.0;48.0;20;36.8;1;19;4;7;0;11;30.0;31.0;45.0;33.0;37.0;44.0;42.0;35.529411764705884;2;25;17;8;7;5;2;1;34.0;1;3;26.333333333333332;3;3;40.0;1;3;28.0;2;2;32.0;1;1;41.0;1;3;46.0;1;2;2
1530;8;448.0;74.0;56.0;57.0;80.0;8;37.266666666666666;2;22;7;7;0;2;33.0;36.0;32.0;41.0;40.0;42.0;48.0;35.029411764705884;2;23;17;6;7;5;2;1;28.0;2;3;27.5;2;3;36.0;1;3;30.0;1;2;36.0;1;1;43.0;1;3;48.0;1;2;2
1532;17;439.0;65.0;66.0;64.0;100.0;16;28.692307692307693;3;20;7;4;2;9;30.0;31.0;32.0;8.0;21.5;44.0;0.0;9.625;1;18;15;3;5;0;5;2;12.5;2;3;3.0;1;3;0.0;1;3;5.0;1;2;20.0;1;1;13.0;1;3;0.0;0;2;1
1533;20;425.0;78.0;59.0;57.0;56.0;20;36.666666666666664;2;22;7;6;1;2;27.5;38.0;31.0;43.0;50.0;44.0;42.0;37.294117647058826;1;19;17;2;7;7;0;1;32.0;1;3;31.0;1;3;40.0;1;3;30.0;2;2;40.0;1;1;45.0;1;3;45.0;1;2;2
1534;17;463.0;74.0;50.0;71.0;63.0;16;35.266666666666666;0;15;0;7;0;11;30.0;38.0;34.0;38.0;30.0;43.0;45.0;36.3235294117647;1;20;17;3;7;7;0;1;35.0;1;3;31.5;2;3;30.0;1;3;34.0;1;2;36.0;1;1;46.0;1;3;43.0;1;2;3
1535;1;415.0;68.0;70.0;53.0;51.0;10;28.615384615384617;0;13;0;5;1;9;30.0;32.0;7.0;42.0;39.0;47.0;0.0;9.8;0;7;7;0;2;0;2;2;0.0;0;3;0.0;1;3;0.0;0;3;0.0;0;2;10.0;1;1;13.0;1;3;0.0;0;2;1
1536;12;437.0;74.0;62.0;71.0;59.0;12;33.166666666666664;3;24;9;5;2;11;32.0;27.5;27.5;39.0;34.0;41.0;42.0;39.4;0;15;15;0;6;6;0;1;44.0;1;3;34.0;1;3;41.0;1;3;38.0;1;2;35.0;1;1;41.0;1;3;0.0;0;2;2
1538;11;392.0;67.0;55.0;56.0;94.0;10;34.84615384615385;2;23;10;5;1;11;30.0;33.0;27.333333333333332;41.0;50.0;44.0;0.0;33.96666666666667;3;26;15;11;6;5;1;1;26.0;3;3;31.5;2;3;35.0;1;3;31.0;2;2;41.0;1;1;43.0;1;3;0.0;0;2;2
1539;20;383.0;61.0;55.0;55.0;55.0;20;32.30769230769231;2;19;6;4;2;9;29.0;30.0;41.0;46.0;18.5;38.0;0.0;32.333333333333336;1;18;15;3;6;5;1;1;31.0;1;3;23.0;2;3;32.0;1;3;30.0;1;2;38.0;1;1;43.0;1;3;0.0;0;2;2
1540;8;362.0;46.0;62.0;58.0;83.0;8;26.974358974358974;3;28;15;3;3;9;20.666666666666668;28.0;25.0;36.0;30.0;41.0;0.0;24.0;1;16;13;3;5;3;2;2;36.0;1;3;14.0;1;3;11.0;2;3;0.0;0;2;30.0;1;1;33.0;1;3;0.0;0;2;1
1541;9;380.0;58.0;40.0;59.0;66.0;9;31.0;3;24;9;4;3;9;27.0;28.5;29.0;39.0;30.0;42.0;36.0;28.2;3;23;15;8;6;3;3;1;20.0;2;3;18.0;2;3;31.0;1;3;25.5;2;2;36.0;1;1;43.0;1;3;0.0;0;2;1
1543;1;436.0;68.0;74.0;51.0;52.0;1;24.46153846153846;2;27;14;4;2;9;11.0;36.0;16.333333333333332;37.0;37.0;42.0;0.0;10.5;1;12;9;3;3;0;3;2;16.5;2;3;0.0;0;3;10.0;1;3;0.0;0;2;0.0;0;1;5.0;1;3;0.0;0;2;1
1544;10;418.0;65.0;62.0;45.0;68.0;10;36.333333333333336;0;15;0;7;0;2;31.0;41.0;30.0;40.0;40.0;43.0;43.0;35.38235294117647;3;26;17;9;7;6;1;1;33.0;2;3;20.0;2;3;34.5;2;3;34.0;1;2;45.0;1;1;44.0;1;3;47.0;1;2;2
1545;9;396.0;57.0;59.0;55.0;58.0;9;32.820512820512825;1;21;8;5;1;9;22.666666666666668;31.0;32.0;42.0;47.0;42.0;0.0;26.25;2;20;12;8;5;3;2;2;21.0;3;3;0.0;0;3;30.0;1;3;18.5;2;2;35.0;1;1;30.0;1;3;0.0;0;2;1
1546;19;387.0;67.0;50.0;52.0;52.0;19;35.2;1;19;4;7;0;2;30.0;34.0;35.0;38.0;37.0;41.0;41.0;38.529411764705884;0;17;17;0;7;7;0;1;37.0;1;3;36.0;1;3;39.0;1;3;30.0;1;2;33.0;1;1;44.0;1;3;47.0;1;2;2
1547;20;363.0;55.0;53.0;48.0;50.0;20;34.666666666666664;2;21;6;6;1;13;29.0;30.0;32.0;41.0;50.0;45.0;31.0;27.08823529411765;4;31;17;14;7;3;4;1;16.666666666666668;3;3;17.5;2;3;22.0;2;3;27.0;2;2;31.0;1;1;37.0;1;3;48.0;1;2;2
1548;5;474.0;81.0;77.0;63.0;45.0;5;37.46153846153846;1;15;2;5;1;9;40.0;23.0;40.0;38.0;40.0;43.0;0.0;17.714285714285715;0;15;15;0;5;0;5;2;11.0;1;3;9.0;1;3;24.0;1;3;19.0;1;2;0.0;1;1;26.0;1;3;0.0;0;2;1
1549;11;453.0;77.0;83.0;58.0;61.0;10;42.30769230769231;0;13;0;6;0;9;44.0;32.0;44.0;43.0;43.0;49.0;0.0;34.666666666666664;0;15;15;0;6;4;2;1;44.0;1;3;17.0;1;3;35.0;1;3;28.0;1;2;44.0;1;1;44.0;1;3;0.0;0;2;1
1550;20;456.0;78.0;74.0;62.0;51.0;20;44.06666666666667;0;15;0;7;0;2;43.0;42.0;46.0;45.0;43.0;48.0;44.0;37.705882352941174;1;19;17;2;7;7;0;1;31.0;1;3;30.0;1;3;39.0;1;3;33.0;2;2;42.0;1;1;49.0;1;3;43.0;1;2;2
1551;21;479.0;83.0;69.0;68.0;59.0;21;41.666666666666664;0;15;0;7;0;11;44.0;39.0;44.0;41.0;42.0;46.0;34.0;34.8235294117647;1;20;17;3;7;6;1;1;33.0;1;3;24.0;2;3;33.0;1;3;34.0;1;2;42.0;1;1;40.0;1;3;46.0;1;2;2
1552;10;458.0;74.0;79.0;60.0;54.0;10;9.461538461538462;0;13;0;1;5;9;5.0;3.0;9.0;12.0;14.0;30.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1553;20;441.0;68.0;83.0;58.0;49.0;20;25.76923076923077;0;13;0;3;3;9;20.0;12.0;25.0;34.0;41.0;40.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1554;20;452.0;82.0;66.0;62.0;53.0;20;40.8;0;15;0;7;0;2;35.0;37.0;45.0;40.0;43.0;47.0;45.0;35.76470588235294;0;17;17;0;7;7;0;1;33.0;1;3;31.0;1;3;31.0;1;3;30.0;1;2;37.0;1;1;44.0;1;3;47.0;1;2;3
1556;16;448.0;65.0;77.0;52.0;54.0;8;36.53333333333333;1;19;4;6;1;2;26.5;35.0;42.0;38.0;44.0;50.0;35.0;36.0;1;20;17;3;7;7;0;1;34.0;2;3;37.0;1;3;33.0;1;3;31.0;1;2;37.0;1;1;39.0;1;3;42.0;1;2;2
1557;20;452.0;84.0;62.0;64.0;68.0;20;34.07692307692308;1;15;2;5;1;9;43.0;9.5;35.0;34.0;33.0;47.0;0.0;8.466666666666667;0;15;15;0;6;0;6;2;6.0;1;3;3.0;1;3;7.0;1;3;1.0;1;2;20.0;1;1;19.0;1;3;0.0;0;2;1
1558;10;436.0;74.0;74.0;51.0;58.0;7;22.923076923076923;3;26;13;3;3;9;7.0;18.5;25.0;34.0;39.0;46.0;0.0;18.72222222222222;1;12;9;3;4;1;3;2;12.0;1;3;0.0;0;3;0.0;0;3;10.0;1;2;45.0;1;1;22.5;2;3;0.0;0;2;1
1559;10;429.0;81.0;68.0;50.0;53.0;11;33.38461538461539;1;15;2;5;1;9;38.0;29.0;30.0;32.0;35.0;32.0;0.0;31.133333333333333;2;21;15;6;6;5;1;1;30.0;2;3;29.0;2;3;30.0;1;3;31.0;1;2;42.0;1;1;32.0;1;3;0.0;0;2;1
1560;10;436.0;68.0;74.0;51.0;43.0;10;31.53846153846154;2;19;6;5;1;11;30.0;26.0;30.0;38.0;33.0;44.0;0.0;30.133333333333333;2;21;15;6;6;4;2;1;27.0;2;3;26.0;2;3;32.0;1;3;30.0;1;2;35.0;1;1;34.0;1;3;0.0;0;2;2
1561;11;436.0;71.0;72.0;52.0;80.0;11;37.23076923076923;1;17;4;5;1;9;41.0;18.0;37.0;39.0;43.0;48.0;0.0;28.466666666666665;2;21;15;6;6;4;2;2;22.5;2;3;21.5;2;3;33.0;1;3;31.0;1;2;41.0;1;1;31.0;1;3;0.0;0;2;1
1562;10;436.0;83.0;62.0;59.0;57.0;9;26.615384615384617;2;19;6;4;2;9;12.5;19.0;33.0;30.0;42.0;45.0;0.0;8.0;0;9;9;0;4;0;4;2;0.0;0;3;0.0;0;3;6.0;1;3;5.0;1;2;19.0;1;1;11.0;1;3;0.0;0;2;1
1563;20;443.0;83.0;59.0;59.0;94.0;20;33.69230769230769;0;13;0;4;2;9;43.0;35.0;24.0;40.0;26.0;32.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1564;2;430.0;75.0;70.0;57.0;66.0;14;27.846153846153847;0;13;0;4;2;9;32.0;18.0;22.0;38.0;31.0;32.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1565;7;463.0;65.0;59.0;47.0;75.0;7;34.30769230769231;1;17;4;5;1;13;27.0;31.0;31.0;42.0;47.0;47.0;0.0;33.06666666666667;1;18;15;3;6;5;1;1;32.0;1;3;22.0;2;3;39.0;1;3;31.0;1;2;38.0;1;1;39.0;1;3;0.0;0;2;2
1566;17;440.0;64.0;75.0;59.0;53.0;18;39.86666666666667;0;15;0;7;0;1;43.0;30.0;38.0;44.0;41.0;46.0;40.0;32.36666666666667;3;26;15;11;6;4;2;1;32.5;2;3;26.333333333333332;3;3;31.0;1;3;29.0;2;2;44.0;1;1;38.0;1;3;0.0;0;2;2
1567;11;432.0;81.0;68.0;58.0;47.0;11;42.07692307692308;0;13;0;6;0;9;45.0;36.0;41.0;40.0;42.0;48.0;0.0;32.86666666666667;1;17;15;2;6;5;1;1;32.0;1;3;33.0;1;3;34.0;1;3;25.5;2;2;34.0;1;1;37.0;1;3;0.0;0;2;1
1568;20;420.0;74.0;72.0;47.0;73.0;20;41.0;0;15;0;7;0;9;42.0;35.0;39.0;44.0;42.0;48.0;42.0;32.07142857142857;0;14;14;0;6;5;1;1;34.0;1;3;21.0;1;3;0.0;0;3;30.0;1;2;44.0;1;1;30.0;1;3;45.0;1;2;1
1569;20;436.0;68.0;72.0;60.0;69.0;11;33.53846153846154;2;19;6;4;2;9;25.5;28.5;35.0;40.0;44.0;44.0;0.0;21.181818181818183;0;11;11;0;4;1;3;2;18.0;1;3;0.0;0;3;7.0;1;3;22.0;1;2;0.0;0;1;38.0;1;3;0.0;0;2;1
1570;16;437.0;71.0;65.0;55.0;50.0;8;34.266666666666666;3;29;14;5;2;11;24.5;28.0;30.666666666666668;36.0;46.0;48.0;46.0;36.294117647058826;2;22;17;5;7;6;1;1;39.0;1;3;34.0;1;3;36.0;1;3;29.0;2;2;41.0;1;1;41.0;2;3;34.0;1;2;2
1571;14;443.0;63.0;68.0;58.0;53.0;18;42.53333333333333;0;15;0;7;0;2;42.0;38.0;41.0;39.0;45.0;48.0;47.0;36.55882352941177;1;20;17;3;7;6;1;1;32.0;1;3;28.5;2;3;37.0;1;3;33.0;1;2;44.0;1;1;47.0;1;3;39.0;1;2;2
1572;8;438.0;75.0;62.0;53.0;60.0;8;35.53333333333333;0;15;0;7;0;11;30.0;30.0;34.0;35.0;38.0;44.0;48.0;34.705882352941174;0;17;17;0;7;7;0;1;30.0;1;3;32.0;1;3;31.0;1;3;30.0;1;2;34.0;1;1;43.0;1;3;44.0;1;2;2
1573;8;437.0;86.0;55.0;63.0;43.0;19;23.307692307692307;0;13;0;3;3;9;23.0;17.0;13.0;31.0;34.0;39.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1575;7;438.0;74.0;59.0;55.0;58.0;20;34.266666666666666;3;24;9;5;2;12;28.5;29.5;33.0;34.0;39.0;46.0;42.0;32.166666666666664;2;21;15;6;6;6;0;1;30.5;2;3;30.0;2;3;35.0;1;3;31.0;1;2;41.0;1;1;31.0;1;3;0.0;0;2;2
1576;14;442.0;71.0;62.0;45.0;57.0;9;40.333333333333336;0;15;0;7;0;11;39.0;34.0;39.0;41.0;44.0;47.0;44.0;35.76470588235294;1;20;17;3;7;6;1;1;35.0;1;3;29.0;2;3;30.0;1;3;30.0;1;2;44.0;1;1;42.0;1;3;48.0;1;2;2
1577;20;431.0;71.0;66.0;67.0;48.0;20;38.46666666666667;1;19;4;6;1;2;29.5;39.0;39.0;38.0;43.0;48.0;46.0;38.6764705882353;1;20;17;3;7;7;0;1;35.5;2;3;40.0;1;3;36.0;1;3;33.0;1;2;42.0;1;1;41.0;1;3;46.0;1;2;2
1578;20;427.0;68.0;68.0;50.0;63.0;20;35.333333333333336;2;21;6;6;1;2;25.5;32.5;34.0;38.0;43.0;49.0;44.0;38.0;0;17;17;0;7;7;0;1;41.0;1;3;31.0;1;3;30.0;1;3;33.0;1;2;42.0;1;1;44.0;1;3;50.0;1;2;2
1579;19;440.0;74.0;62.0;72.0;53.0;19;35.266666666666666;1;23;8;6;1;11;29.0;32.0;30.0;36.0;44.0;45.0;45.0;35.96666666666667;4;29;15;14;6;5;1;2;32.666666666666664;3;3;43.0;1;3;31.5;2;3;29.5;2;2;39.0;1;1;40.0;2;3;0.0;0;2;2
1580;8;388.0;89.0;70.0;47.0;47.0;15;35.266666666666666;1;19;4;7;0;2;30.5;31.0;31.0;38.0;42.0;46.0;42.0;33.26470588235294;3;29;17;12;7;6;1;1;30.666666666666668;3;3;26.5;2;3;35.0;1;3;30.0;1;2;34.0;1;1;39.0;2;3;39.0;1;2;2
1581;16;428.0;65.0;74.0;59.0;39.0;16;34.48717948717949;1;21;8;5;1;9;26.333333333333332;32.0;35.0;37.0;44.0;49.0;0.0;31.75;1;15;12;3;5;4;1;1;23.0;2;3;0.0;0;3;32.0;1;3;30.0;1;2;42.0;1;1;38.0;1;3;0.0;0;2;1
1582;20;442.0;54.0;74.0;67.0;59.0;20;28.076923076923077;0;13;0;4;2;9;18.0;28.0;31.0;34.0;40.0;30.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1583;20;435.0;57.0;74.0;57.0;48.0;20;27.153846153846153;1;17;4;5;1;9;8.0;31.0;32.0;36.0;41.0;45.0;0.0;8.333333333333334;0;12;12;0;4;0;4;2;4.0;1;3;0.0;0;3;13.0;1;3;2.0;1;2;20.0;1;1;0.0;1;3;0.0;0;2;1
1584;10;450.0;74.0;53.0;59.0;66.0;10;34.0;0;13;0;5;1;9;32.0;24.0;37.0;37.0;43.0;32.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
1585;11;432.0;60.0;70.0;55.0;54.0;8;35.06666666666667;1;19;4;6;1;2;28.0;31.0;30.0;39.0;43.0;47.0;45.0;34.0;2;22;17;5;7;7;0;1;30.0;1;3;31.0;2;3;30.0;1;3;30.5;2;2;43.0;1;1;43.0;1;3;36.0;1;2;2
1586;20;425.0;68.0;68.0;50.0;52.0;8;35.46666666666667;1;19;4;6;1;9;28.5;33.0;37.0;34.0;43.0;45.0;38.0;31.61764705882353;3;26;17;9;7;4;3;1;28.0;2;3;26.5;2;3;27.0;2;3;30.0;1;2;46.0;1;1;37.0;1;3;38.0;1;2;2
